ID_CLIENTE,FECHA_SOLICITUD,EDAD,ESTADO_CIVIL,NIVEL_EDUCATIVO,SITUACION_LABORAL,TIPO_VIVIENDA,INGRESOS_MENSUALES,LINEA_CREDITO_TOTAL,SALDO_DEUDOR_TOTAL,NUM_ATRASOS_30_59_DIAS,NUM_ATRASOS_60_89_DIAS,NUM_ATRASOS_90_MAS_DIAS,NUM_CONSULTAS_CENTRAL
CLI_017575,2026-02-07,53,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1261.011696534939,11253.32,3891.43,0,0,0,1.0
CLI_017576,2026-01-11,37,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2920.3816997253657,3743.52,2458.68,0,0,0,1.0
CLI_017577,2026-01-21,54,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4405.075515302951,11973.58,2529.55,0,1,0,1.0
CLI_017578,2026-02-08,32,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,1592.8631651844985,3738.21,72.25,0,0,0,0.0
CLI_017579,2026-02-03,36,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,3763.3245075129316,4866.28,1436.28,0,1,0,1.0
CLI_017580,2026-02-27,54,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4555.471329159718,14828.62,5381.11,0,0,0,2.0
CLI_017581,2026-03-17,43,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,4752.440677981946,38093.85,15412.67,1,0,0,1.0
CLI_017582,2026-01-22,27,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3459.014473993237,12732.25,1100.47,0,0,0,0.0
CLI_017583,2026-02-27,30,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,7309.81,2767.54,0,1,0,0.0
CLI_017584,2026-01-19,35,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,5176.61544540272,14169.62,2164.12,0,0,0,2.0
CLI_017585,2026-03-09,34,DIVORCIADO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,1825.794677200005,26108.16,8254.03,1,0,0,0.0
CLI_017586,2026-03-10,57,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5488.16302908193,14420.26,8529.04,0,0,0,0.0
CLI_017587,2026-01-31,21,DIVORCIADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,,5998.78,1090.64,0,0,0,1.0
CLI_017588,2026-01-07,45,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,1678.9818049156436,16480.49,7412.71,0,0,0,1.0
CLI_017589,2026-02-15,44,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2870.703323364909,8693.25,1851.92,0,0,0,6.0
CLI_017590,2026-02-26,36,CASADO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,8563.674088597632,32101.71,9708.32,0,0,0,2.0
CLI_017591,2026-02-23,46,CASADO,SECUNDARIA,DESEMPLEADO,HIPOTECA,1140.599027043036,51598.77,23836.39,0,0,0,0.0
CLI_017592,2026-02-15,55,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,8347.397294518489,8250.49,1216.91,0,0,0,1.0
CLI_017593,2026-03-25,49,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2920.4569519543475,34339.91,9471.36,0,0,0,0.0
CLI_017594,2026-02-08,41,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1851.5773321436359,12741.87,3269.53,0,0,0,1.0
CLI_017595,2026-02-22,68,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1549.6895048491888,7553.15,753.67,2,0,0,2.0
CLI_017596,2026-01-23,51,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2803.5315856054085,9674.98,1720.33,0,0,0,0.0
CLI_017597,2026-03-01,50,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1992.0635021057317,1963.11,202.29,0,0,0,2.0
CLI_017598,2026-02-13,54,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1139.0582699362803,31385.65,348.85,0,0,0,1.0
CLI_017599,2026-01-15,26,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,3348.923209312129,4647.77,791.21,0,1,0,3.0
CLI_017600,2026-03-20,42,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,8972.891512449822,2337.04,170.3,0,0,0,0.0
CLI_017601,2026-03-13,42,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5177.825961083047,1628.39,272.65,0,0,0,1.0
CLI_017602,2026-02-28,36,DIVORCIADO,POSGRADO,DEPENDIENTE,HIPOTECA,4631.322129274948,19390.66,11844.71,0,0,0,2.0
CLI_017603,2026-01-14,49,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3643.375283720197,7586.26,3514.48,0,0,0,0.0
CLI_017604,2026-03-03,44,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,1309.920395347156,6639.48,1400.22,0,0,0,0.0
CLI_017605,2026-01-19,31,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3705.5645937283357,1557.01,40.85,0,1,0,1.0
CLI_017606,2026-01-05,50,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,2627.859793804645,15469.02,5066.01,0,0,0,0.0
CLI_017607,2026-03-30,31,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1572.7754603314756,2439.57,1022.52,0,0,0,1.0
CLI_017608,2026-01-23,43,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,3896.498684626551,13910.74,2925.09,0,0,0,3.0
CLI_017609,2026-03-22,22,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1647.9615293738148,25311.53,6416.52,2,0,0,2.0
CLI_017610,2026-02-22,24,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3010.4531581180436,27578.06,3461.28,0,0,0,
CLI_017611,2026-01-10,27,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,1955.6809861716893,6065.06,3686.42,0,0,0,0.0
CLI_017612,2026-01-14,44,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,2835.7626420436936,2388.5,1172.35,0,0,0,0.0
CLI_017613,2026-03-09,34,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,3008.4609998149754,8135.04,4293.94,0,0,0,1.0
CLI_017614,2026-01-15,34,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,1219.8538931289067,10742.05,6199.26,0,0,1,0.0
CLI_017615,2026-03-21,40,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,4187.940782765729,5198.75,382.21,0,0,0,0.0
CLI_017616,2026-02-26,56,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,,11915.42,3634.41,1,0,0,1.0
CLI_017617,2026-01-21,35,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2611.657099596668,23580.66,2631.09,0,0,0,2.0
CLI_017618,2026-03-21,48,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,6663.424039925519,56094.69,30915.92,0,0,0,0.0
CLI_017619,2026-01-08,28,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3071.0613989797866,10455.97,4527.16,0,0,0,1.0
CLI_017620,2026-01-11,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1134.7163823171916,13358.68,608.03,0,0,0,2.0
CLI_017621,2026-02-16,33,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,3011.258919739097,1550.16,285.48,0,0,0,0.0
CLI_017622,2026-03-21,32,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3653.2030135633026,1654.87,132.8,0,0,0,2.0
CLI_017623,2026-01-07,57,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,7660.516624344099,15821.57,7841.19,0,0,0,0.0
CLI_017624,2026-02-03,46,CASADO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,1926.2175151340996,27947.94,9623.19,0,0,0,1.0
CLI_017625,2026-01-15,50,CASADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,5240.966929103836,2941.25,494.3,0,1,0,0.0
CLI_017626,2026-02-24,46,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,2352.176497161927,9603.79,3406.62,0,0,0,2.0
CLI_017627,2026-03-29,18,CASADO,SECUNDARIA,DESEMPLEADO,ALQUILER,7191.993412057798,7336.4,3778.48,1,0,0,2.0
CLI_017628,2026-03-26,26,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,8394.160945130716,58671.25,12716.8,0,0,0,1.0
CLI_017629,2026-03-07,44,CASADO,POSGRADO,DEPENDIENTE,ALQUILER,5941.498486349132,12566.67,617.12,0,0,0,0.0
CLI_017630,2026-01-01,32,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2171.9371909336633,13764.16,7273.65,1,0,1,1.0
CLI_017631,2026-03-14,28,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2234.3688064913877,2427.75,431.26,1,0,0,1.0
CLI_017632,2026-03-23,39,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1796.870377098132,3019.25,1201.27,1,0,0,1.0
CLI_017633,2026-01-18,56,SOLTERO,POSGRADO,INDEPENDIENTE,PROPIA,1461.5118392833365,30538.47,6181.0,0,0,0,
CLI_017634,2026-03-25,60,CASADO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,6512.770325934544,25010.07,16394.88,1,0,0,0.0
CLI_017635,2026-02-22,62,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,10360.34085293382,4671.91,931.61,1,0,0,0.0
CLI_017636,2026-03-21,47,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,48550.08638078987,2842.89,1200.24,1,0,0,1.0
CLI_017637,2026-03-28,32,SOLTERO,POSGRADO,DEPENDIENTE,PROPIA,3979.1138458683113,4747.94,2938.22,1,0,0,1.0
CLI_017638,2026-02-11,61,SOLTERO,SECUNDARIA,INDEPENDIENTE,ALQUILER,1036.6784150856372,6425.72,264.61,0,0,1,2.0
CLI_017639,2026-03-12,46,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,6910.9559759612,8648.04,519.18,0,0,0,1.0
CLI_017640,2026-01-01,49,CASADO,POSGRADO,DEPENDIENTE,HIPOTECA,11099.584514256438,10972.98,6516.34,0,0,0,1.0
CLI_017641,2026-03-25,28,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,1700.9770188526759,30775.38,26626.33,0,0,0,2.0
CLI_017642,2026-01-21,21,CASADO,POSGRADO,DEPENDIENTE,HIPOTECA,5372.3673437932475,4947.82,1993.82,0,0,0,2.0
CLI_017643,2026-01-02,55,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,2991.117830628108,12625.84,318.57,0,0,0,1.0
CLI_017644,2026-02-15,33,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,,2590.0,653.96,0,0,0,0.0
CLI_017645,2026-02-02,49,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,2971.903089848808,2418.82,1614.86,0,0,0,1.0
CLI_017646,2026-01-09,34,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2772.4260074352064,8507.05,58.42,0,0,0,1.0
CLI_017647,2026-03-18,40,CASADO,POSGRADO,DEPENDIENTE,ALQUILER,5070.483381887777,16138.63,7918.39,0,0,0,1.0
CLI_017648,2026-02-05,47,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1606.761550349735,11830.17,3035.62,0,0,0,1.0
CLI_017649,2026-02-06,32,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1693.0215379848619,12118.08,5376.33,0,0,0,1.0
CLI_017650,2026-02-17,40,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2687.749246224662,9555.98,759.07,0,1,0,0.0
CLI_017651,2026-03-28,58,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2031.617158771787,14417.45,3098.79,0,0,0,0.0
CLI_017652,2026-02-24,20,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,14332.937750469164,2535.65,383.79,0,0,0,2.0
CLI_017653,2026-01-08,42,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4771.222295316638,1720.21,555.71,0,0,0,3.0
CLI_017654,2026-03-08,37,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5347.521946223528,15776.97,6660.68,0,0,0,1.0
CLI_017655,2026-01-20,49,SOLTERO,SECUNDARIA,INDEPENDIENTE,ALQUILER,5459.662566863065,26983.06,5841.04,0,0,0,1.0
CLI_017656,2026-01-14,35,SOLTERO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,6559.66005662589,31797.91,14509.12,0,0,0,0.0
CLI_017657,2026-01-09,55,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1293.6399464281492,9642.33,4133.27,1,0,0,1.0
CLI_017658,2026-03-17,40,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1119.5766769322404,3118.26,731.67,1,0,0,1.0
CLI_017659,2026-03-02,41,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2048.9981728873076,24619.48,11945.31,0,0,0,2.0
CLI_017660,2026-01-01,48,CASADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,2363.390753345319,3198.89,2138.36,0,0,0,2.0
CLI_017661,2026-02-25,44,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,6505.195033007135,26585.37,11352.29,0,0,0,0.0
CLI_017662,2026-02-16,43,CASADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,4030.505383921078,7799.73,2841.66,0,0,0,3.0
CLI_017663,2026-01-13,46,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,6028.40457815542,3609.53,1380.49,1,0,0,2.0
CLI_017664,2026-03-26,34,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1967.132383843668,17660.63,9544.86,0,0,0,4.0
CLI_017665,2026-01-11,46,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,2107.0866702801004,2541.65,777.37,0,0,0,1.0
CLI_017666,2026-03-08,29,CASADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,4818.414203812368,14140.25,7145.57,1,0,0,0.0
CLI_017667,2026-03-02,32,SOLTERO,SECUNDARIA,INDEPENDIENTE,PROPIA,2072.3998121380246,21636.29,5310.61,0,0,0,0.0
CLI_017668,2026-02-23,40,DIVORCIADO,POSGRADO,DEPENDIENTE,ALQUILER,6200.9021728901225,1753.52,738.68,0,0,0,1.0
CLI_017669,2026-02-19,18,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,1277.9366662748328,31046.55,13122.34,0,1,0,0.0
CLI_017670,2026-03-09,48,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,,10269.09,4373.39,0,0,0,2.0
CLI_017671,2026-02-15,61,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1238.7535008954683,1614.82,774.55,1,0,0,1.0
CLI_017672,2026-02-13,45,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,1355.6327488288755,7844.64,1662.66,0,0,0,0.0
CLI_017673,2026-02-03,36,DIVORCIADO,SECUNDARIA,DESEMPLEADO,PROPIA,7865.961711880949,13974.38,3816.26,0,0,0,0.0
CLI_017674,2026-03-04,34,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,11023.176631095088,8173.31,659.14,0,0,0,1.0
CLI_017675,2026-03-21,47,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,9214.879893650977,27812.13,17280.63,0,0,0,2.0
CLI_017676,2026-03-08,39,SOLTERO,POSGRADO,DESEMPLEADO,ALQUILER,2876.169218203515,3936.54,1135.46,0,0,0,0.0
CLI_017677,2026-02-26,49,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3711.455892454467,4285.38,1494.0,0,0,0,1.0
CLI_017678,2026-01-19,33,SOLTERO,POSGRADO,DEPENDIENTE,PROPIA,3821.613628547514,7182.26,5550.65,0,1,0,3.0
CLI_017679,2026-03-24,30,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4606.702221294768,10548.45,1327.92,0,0,0,2.0
CLI_017680,2026-02-19,33,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,8039.266656494748,4043.29,3081.47,0,0,0,1.0
CLI_017681,2026-01-09,47,CASADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,3219.5704421600126,35012.41,5161.92,0,1,0,1.0
CLI_017682,2026-03-29,35,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,5954.219472249385,11182.36,1631.42,0,0,0,0.0
CLI_017683,2026-03-01,49,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1171.6242346843542,10889.72,1219.49,0,0,0,0.0
CLI_017684,2026-01-18,47,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2009.7032662536458,4862.72,325.11,1,0,0,1.0
CLI_017685,2026-02-21,44,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3917.8202065404657,19891.82,6190.58,0,0,0,0.0
CLI_017686,2026-02-01,61,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1328.6141276218855,4929.29,892.67,0,0,0,
CLI_017687,2026-01-01,35,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,4711.073654171869,26528.04,9522.22,0,0,0,1.0
CLI_017688,2026-02-01,29,DIVORCIADO,POSGRADO,DEPENDIENTE,HIPOTECA,2104.9041714037676,19869.77,4238.46,0,1,0,1.0
CLI_017689,2026-02-14,31,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,4768.01346326275,32130.57,14876.03,0,0,0,1.0
CLI_017690,2026-02-28,33,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,4464.876218811113,5768.32,2562.65,1,0,0,2.0
CLI_017691,2026-03-19,29,DIVORCIADO,SECUNDARIA,INDEPENDIENTE,PROPIA,2487.3676508743392,32058.37,7587.73,0,0,0,0.0
CLI_017692,2026-03-18,62,CASADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,12415.702039414826,17278.56,3624.83,1,0,0,1.0
CLI_017693,2026-03-17,56,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1340.6552412421688,5282.91,2810.05,0,0,0,1.0
CLI_017694,2026-01-20,30,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2659.7576793716526,4312.48,3146.41,0,0,0,0.0
CLI_017695,2026-01-01,27,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1612.1116891148286,9088.88,2881.63,0,0,0,1.0
CLI_017696,2026-03-10,53,SOLTERO,SECUNDARIA,INDEPENDIENTE,ALQUILER,1724.0899491698272,27451.83,8233.84,0,0,0,2.0
CLI_017697,2026-02-27,33,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,,11694.48,2251.36,0,0,0,0.0
CLI_017698,2026-03-20,47,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1132.4488457943469,2983.06,1702.04,0,0,0,2.0
CLI_017699,2026-01-14,47,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,5526.3930655335525,12908.92,5078.76,0,0,0,1.0
CLI_017700,2026-03-13,29,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,12936.82908996483,29224.24,3935.23,0,0,0,1.0
CLI_017701,2026-03-21,39,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,9817.443330615519,17210.31,5249.74,0,0,0,2.0
CLI_017702,2026-02-05,54,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,3739.7086172111153,10051.96,1508.83,1,0,0,1.0
CLI_017703,2026-03-26,36,SOLTERO,POSGRADO,DEPENDIENTE,PROPIA,9797.334572086967,20150.09,1016.77,0,0,0,0.0
CLI_017704,2026-01-29,32,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1758.5374369271633,8200.33,3105.5,0,0,0,1.0
CLI_017705,2026-02-10,50,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,2086.6867343032045,13054.05,1085.09,0,0,0,1.0
CLI_017706,2026-02-06,57,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,1249.5720375632507,14373.75,2870.55,0,0,0,2.0
CLI_017707,2026-02-18,29,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,5046.435520988308,6000.09,1330.59,0,0,0,2.0
CLI_017708,2026-01-19,53,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,3154.7030461105423,20630.14,10639.19,0,0,0,0.0
CLI_017709,2026-01-03,34,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,2761.2352987996046,20264.71,1736.05,1,0,0,2.0
CLI_017710,2026-03-12,50,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,6269.473440777333,13887.01,3947.03,0,0,0,3.0
CLI_017711,2026-01-26,42,CASADO,UNIVERSITARIO,DESEMPLEADO,PROPIA,7008.00455160724,31632.32,5709.23,0,0,0,1.0
CLI_017712,2026-02-05,62,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,3502.555838760683,10495.68,1366.66,0,0,0,2.0
CLI_017713,2026-01-28,63,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,3338.825727273065,18799.95,3164.1,1,0,0,0.0
CLI_017714,2026-01-06,60,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2934.1719774544927,7748.56,1058.23,0,0,0,2.0
CLI_017715,2026-01-26,52,SOLTERO,UNIVERSITARIO,DESEMPLEADO,PROPIA,,14934.32,1615.0,0,0,0,1.0
CLI_017716,2026-01-07,42,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4174.421368905775,1770.73,1006.99,0,0,0,
CLI_017717,2026-03-28,52,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,9942.587266915752,21860.57,10218.62,0,0,0,1.0
CLI_017718,2026-02-24,57,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5324.858678250847,11660.24,894.17,1,0,0,3.0
CLI_017719,2026-01-18,38,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,3831.3852136403343,17562.27,8739.14,0,0,0,0.0
CLI_017720,2026-01-07,30,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4322.0404750005455,18176.5,8607.5,0,0,0,1.0
CLI_017721,2026-01-27,46,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2299.1625895787374,13122.05,2022.61,0,0,0,2.0
CLI_017722,2026-01-17,41,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,4592.535824326472,1678.53,312.13,1,0,0,1.0
CLI_017723,2026-01-05,47,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,8782.957914095583,23801.89,1273.47,0,2,0,1.0
CLI_017724,2026-02-04,46,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,7979.945880487242,9842.86,3137.75,0,0,0,1.0
CLI_017725,2026-01-11,34,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,11055.186525686317,15814.42,6652.48,0,0,0,0.0
CLI_017726,2026-02-02,45,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4374.5866101491665,29363.48,7230.05,0,0,0,0.0
CLI_017727,2026-02-16,41,SOLTERO,SECUNDARIA,INDEPENDIENTE,ALQUILER,,11711.65,3995.93,0,0,0,0.0
CLI_017728,2026-03-22,41,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5183.069714313641,6324.19,3673.51,0,0,0,0.0
CLI_017729,2026-03-15,41,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,9333.462397164714,34202.11,9474.51,0,0,0,2.0
CLI_017730,2026-01-08,42,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,1809.218009566091,13309.12,2211.92,0,1,0,0.0
CLI_017731,2026-02-11,33,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2423.7993684051844,3509.25,189.12,2,0,0,2.0
CLI_017732,2026-03-14,25,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,11881.32279349995,5127.6,1771.32,1,0,1,1.0
CLI_017733,2026-03-21,60,DIVORCIADO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,,5031.59,467.49,0,0,0,
CLI_017734,2026-03-05,40,CASADO,SECUNDARIA,DESEMPLEADO,ALQUILER,6926.623760670918,20441.73,7916.97,0,0,0,1.0
CLI_017735,2026-02-16,40,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,2340.1538956668073,27055.98,6685.2,0,0,0,1.0
CLI_017736,2026-01-13,49,SOLTERO,POSGRADO,INDEPENDIENTE,PROPIA,8534.601796370145,11922.7,3370.27,1,0,0,0.0
CLI_017737,2026-03-14,51,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,10652.847762954852,8369.87,5018.24,0,0,0,1.0
CLI_017738,2026-01-21,41,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,2435.1263462715224,17963.51,386.3,0,0,0,2.0
CLI_017739,2026-01-11,52,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,2252.8370111483764,20932.16,5823.41,1,0,0,0.0
CLI_017740,2026-03-29,36,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4679.159951589112,3053.3,1371.19,0,0,0,1.0
CLI_017741,2026-03-12,46,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3000.8654861384557,13003.07,2941.68,0,0,0,0.0
CLI_017742,2026-01-23,31,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,1131.4469894414308,93430.93,53637.64,0,0,0,1.0
CLI_017743,2026-01-23,51,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,8513.687948478888,24573.1,6161.18,0,0,0,1.0
CLI_017744,2026-03-18,61,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,2942.0693666000952,63647.08,28288.89,0,0,0,1.0
CLI_017745,2026-01-21,32,SOLTERO,SECUNDARIA,INDEPENDIENTE,PROPIA,7313.994429807938,15770.88,11505.24,0,0,0,2.0
CLI_017746,2026-01-28,36,DIVORCIADO,SECUNDARIA,DEPENDIENTE,PROPIA,2871.8244449351214,22586.18,12843.8,0,0,0,1.0
CLI_017747,2026-03-14,53,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3595.724080149554,19168.26,13963.53,0,0,0,2.0
CLI_017748,2026-03-27,47,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,1383.0438109173058,80944.26,34909.39,0,0,0,2.0
CLI_017749,2026-03-01,39,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,3386.077883714736,4172.81,1248.54,0,0,0,0.0
CLI_017750,2026-01-13,50,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,4456.62855265299,18099.34,11626.22,1,0,0,0.0
CLI_017751,2026-02-15,67,SOLTERO,UNIVERSITARIO,DESEMPLEADO,PROPIA,1744.8002993941172,11500.56,1013.5,1,0,0,1.0
CLI_017752,2026-02-27,54,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,11583.968278856224,12208.11,10058.83,0,0,0,0.0
